SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
5869,"2064","1","City","Airport","2007","Airline Promotional Set",2,116,,,,,"https://images.brickset.com/sets/images/2064-1.jpg",570,1498
6102,"3288","1","Duplo","Bob the Builder","2007","Packer",1,19,14.99,19.99,,,"https://images.brickset.com/sets/images/3288-1.jpg",79,48
6103,"3289","1","Duplo","Bob the Builder","2007","Muck & Roley in the Sunflower Factory",1,37,24.99,29.99,,,"https://images.brickset.com/sets/images/3289-1.jpg",79,44
6098,"3352","1","Duplo","Thomas the Tank Engine","2007","Salty the Dockyard Diesel",,8,14.65,12.99,,,"https://images.brickset.com/sets/images/3352-1.jpg",191,60
6099,"3353","1","Duplo","Thomas the Tank Engine","2007","Spencer and Sir Topham Hatt",1,45,24.49,29.99,,,"https://images.brickset.com/sets/images/3353-1.jpg",224,65
6100,"3354","1","Duplo","Thomas the Tank Engine","2007","Gordon's Express",,13,19.55,19.99,,,"https://images.brickset.com/sets/images/3354-1.jpg",168,64
6319,"3573","1","Sports","Football","2007","Superstar Figure ",1,6,,,,,"https://images.brickset.com/sets/images/3573-1.jpg",12,203
5970,"3870","1","Exo-Force","Golden City","2007","Red Walker",1,29,,,,,"https://images.brickset.com/sets/images/3870-1.jpg",134,499
5971,"3871","1","Exo-Force","Golden City","2007","White Flyer",1,21,,,,,"https://images.brickset.com/sets/images/3871-1.jpg",128,471
6569,"3872","1","Exo-Force","Golden City","2007","Robo Chopper",,29,,,,,"https://images.brickset.com/sets/images/3872-1.jpg",47,362
6203,"3885","1","Exo-Force","Golden City","2007","Mini Jet Fighter",1,22,,,,,"https://images.brickset.com/sets/images/3885-1.jpg",206,425
6179,"3886","1","Exo-Force","Golden City","2007","Green Exo Fighter",1,19,,,,,"https://images.brickset.com/sets/images/3886-1.jpg",230,419
5702,"4825","1","Duplo","Princess Castle","2007","Princess and Horse",1,8,7.99,9.99,,,"https://images.brickset.com/sets/images/4825-1.jpg",54,36
5703,"4826","1","Duplo","Princess Castle","2007","Princess and Pony Picnic",1,19,19.55,19.99,,,"https://images.brickset.com/sets/images/4826-1.jpg",45,38
5704,"4828","1","Duplo","Princess Castle","2007","Princess Royal Stables",2,49,34.99,39.99,,,"https://images.brickset.com/sets/images/4828-1.jpg",44,47
6101,"4861","1","Duplo","LEGO Ville","2007","Police Boat",3,27,19.55,24.99,,,"https://images.brickset.com/sets/images/4861-1.jpg",113,58
5560,"4915","1","Creator","","2007","Mini Construction",,68,3.99,4.99,,,"https://images.brickset.com/sets/images/4915-1.jpg",2923,457
5561,"4916","1","Creator","","2007","Mini Animals",,77,3.99,4.99,,,"https://images.brickset.com/sets/images/4916-1.jpg",1903,327
5565,"4917","1","Creator","","2007","Mini Robots",,77,3.99,4.99,,,"https://images.brickset.com/sets/images/4917-1.jpg",1299,366
5566,"4918","1","Creator","","2007","Mini Flyers",,78,3.99,4.99,,,"https://images.brickset.com/sets/images/4918-1.jpg",2367,374
6189,"4933","1","City","Construction","2007","Street Sweeper",,14,,,,,"https://images.brickset.com/sets/images/4933-1.jpg",783,1435
6190,"4934","1","City","Police","2007","Police Swamp Boat",,20,,,,,"https://images.brickset.com/sets/images/4934-1.jpg",105,1126
6191,"4936","1","City","Medical","2007","Doc & Patient",2,18,,2.99,,,"https://images.brickset.com/sets/images/4936-1.jpg",884,1543
6093,"4937","1","City","General","2007","Life Guard",1,38,,,,,"https://images.brickset.com/sets/images/4937-1.jpg",187,1500
6094,"4938","1","City","Fire","2007","Fire 4x4",1,28,,,,,"https://images.brickset.com/sets/images/4938-1.jpg",1193,866
5562,"4939","1","Creator","","2007","Cool Cars",,206,7.99,12.99,,,"https://images.brickset.com/sets/images/4939-1.jpg",2749,592
5564,"4953","1","Creator","","2007","Fast Flyers",,312,,19.99,,,"https://images.brickset.com/sets/images/4953-1.jpg",2313,825
5768,"4954","1","Creator","","2007","Model Town House",,1174,44.99,69.99,,,"https://images.brickset.com/sets/images/4954-1.jpg",2991,4319
6088,"4955","1","Creator","","2007","Big Rig",,550,19.99,30,,,"https://images.brickset.com/sets/images/4955-1.jpg",1328,1004
5563,"4956","1","Creator","","2007","House",,731,36.19,49.99,,,"https://images.brickset.com/sets/images/4956-1.jpg",3823,3138
5769,"4957","1","Creator","","2007","Ferris Wheel",,1063,48.95,69.99,,,"https://images.brickset.com/sets/images/4957-1.jpg",1241,1458
5770,"4958","1","Creator","","2007","Monster Dino",,792,68.49,89.99,,,"https://images.brickset.com/sets/images/4958-1.jpg",1245,932
5705,"4972","1","Duplo","LEGO Ville","2007","Animals",1,13,7.79,12.99,,,"https://images.brickset.com/sets/images/4972-1.jpg",323,27
5706,"4973","1","Duplo","LEGO Ville","2007","Harvester",1,11,17.99,24.99,,,"https://images.brickset.com/sets/images/4973-1.jpg",214,81
5707,"4974","1","Duplo","LEGO Ville","2007","Horse Stables",2,36,24.49,39.99,,,"https://images.brickset.com/sets/images/4974-1.jpg",148,48
5708,"4975","1","Duplo","LEGO Ville","2007","Farm",2,42,29.35,49.99,,,"https://images.brickset.com/sets/images/4975-1.jpg",245,54
5709,"4976","1","Duplo","LEGO Ville","2007","Cement Mixer",1,11,12.99,16.99,,,"https://images.brickset.com/sets/images/4976-1.jpg",389,59
5710,"4977","1","Duplo","LEGO Ville","2007","Fire Truck",2,26,17.99,29.99,39.99,,"https://images.brickset.com/sets/images/4977-1.jpg",597,57
6106,"4978","1","Duplo","LEGO Ville","2007","Road Sweeper",1,11,9.79,14.99,,,"https://images.brickset.com/sets/images/4978-1.jpg",264,50
5711,"4979","1","Duplo","LEGO Ville","2007","Ambulance",1,6,12.99,14.99,,,"https://images.brickset.com/sets/images/4979-1.jpg",519,48
5843,"4981","1","SpongeBob SquarePants","","2007","Chum Bucket",3,337,24.49,34.99,,,"https://images.brickset.com/sets/images/4981-1.jpg",1007,838
5844,"4982","1","SpongeBob SquarePants","","2007","Mrs. Puff's Boating School",3,393,37.19,49.99,,,"https://images.brickset.com/sets/images/4982-1.jpg",894,772
6104,"4986","1","Duplo","LEGO Ville","2007","Digger",1,19,19.99,22.99,,,"https://images.brickset.com/sets/images/4986-1.jpg",346,90
6105,"4987","1","Duplo","LEGO Ville","2007","Gravel Pit",2,40,29.35,39.99,,,"https://images.brickset.com/sets/images/4987-1.jpg",145,67
6107,"4988","1","Duplo","LEGO Ville","2007","Construction Site",3,84,48.95,59.99,,,"https://images.brickset.com/sets/images/4988-1.jpg",176,71
6187,"4991","1","City","Police","2007","Police Helicopter",1,31,,,,,"https://images.brickset.com/sets/images/4991-1.jpg",1512,838
6188,"4992","1","City","Fire","2007","Fire Boat",1,27,,,,,"https://images.brickset.com/sets/images/4992-1.jpg",1404,829
5845,"5378","1","Harry Potter","Order of the Phoenix","2007","Hogwarts Castle",9,943,69.99,89.99,,,"https://images.brickset.com/sets/images/5378-1.jpg",1079,2092
5712,"5380","1","Duplo","","2007","Duplo Large Brick Box",1,71,19.99,29.99,,,"https://images.brickset.com/sets/images/5380-1.jpg",265,15
5713,"5416","1","Duplo","","2007","Duplo Brick Box",,33,12.99,14.99,17.99,17.99,"https://images.brickset.com/sets/images/5416-1.jpg",364,19
5766,"5417","1","Duplo","","2007","Duplo Deluxe Brick Box",1,95,34.25,49.99,,,"https://images.brickset.com/sets/images/5417-1.jpg",80,19
6034,"5419","1","Duplo","","2007","Build a Farm",1,107,24.99,29.99,,,"https://images.brickset.com/sets/images/5419-1.jpg",25,20
5808,"5491","2","Make and Create","","2007","LEGO XXL 2000 Barrel",,2000,,,,,"https://images.brickset.com/sets/images/5491-2.jpg",33,94
5861,"5493","1","Make and Create","","2007","Emergency Rescue Box",,705,,30,,,"https://images.brickset.com/sets/images/5493-1.jpg",23,60
5839,"5514","1","Duplo","","2007","Fun Building with LEGO Duplo",,42,,,,,"https://images.brickset.com/sets/images/5514-1.jpg",30,18
5840,"5515","1","Make and Create","","2007","Fun Building with LEGO Bricks",,240,,11.99,,,"https://images.brickset.com/sets/images/5515-1.jpg",106,73
6950,"5516","1","Duplo","","2007","XXL Cannister",,215,,,,,"https://images.brickset.com/sets/images/5516-1.jpg",36,14
6059,"5518","1","Duplo","","2007","Duplo Creative Building",,74,14.99,,,,"https://images.brickset.com/sets/images/5518-1.jpg",25,18
6060,"5519","1","Make and Create","","2007","LEGO Creative Building",,481,14.99,25,,,"https://images.brickset.com/sets/images/5519-1.jpg",59,58
6083,"5527","1","Duplo","","2007","Duplo Canister Green",,80,,,,,"https://images.brickset.com/sets/images/5527-1.jpg",45,12
6084,"5528","1","Make and Create","","2007","LEGO Canister Red",,700,,,,,"https://images.brickset.com/sets/images/5528-1.jpg",100,54
6350,"5536","1","Duplo","","2007","LEGO DUPLO Fun Creations",1,105,,,,,"https://images.brickset.com/sets/images/5536-1.jpg",26,14
6351,"5537","1","Make and Create","","2007","LEGO Cool Creations",,683,,,,,"https://images.brickset.com/sets/images/5537-1.jpg",39,56
5809,"6112","2","Make and Create","","2007","LEGO World of Bricks",,1004,12.49,,,,"https://images.brickset.com/sets/images/6112-2.jpg",62,107
5810,"6114","2","Make and Create","","2007","LEGO Creator 200 Plus 40 Special Elements",,242,8.99,,,,"https://images.brickset.com/sets/images/6114-2.jpg",16,70
6120,"6116","1","Make and Create","","2007","LEGO Box",,600,,,,,"https://images.brickset.com/sets/images/6116-1.jpg",77,66
5690,"6161","1","Make and Create","","2007","LEGO Brick Box",,221,13.99,19.99,21.99,17.99,"https://images.brickset.com/sets/images/6161-1.jpg",913,71
5692,"6162","1","Creator","Mosaic","2007","Building Fun with LEGO",,286,7.99,9.99,,,"https://images.brickset.com/sets/images/6162-1.jpg",738,217
5693,"6163","1","Creator","Mosaic","2007","A World of LEGO Mosaic",,598,14.99,19.99,,,"https://images.brickset.com/sets/images/6163-1.jpg",837,243
6078,"6164","1","Make and Create","","2007","LEGO Rescue Building Set",1,520,19.99,24.99,,,"https://images.brickset.com/sets/images/6164-1.jpg",200,102
5691,"6166","1","Make and Create","","2007","LEGO Large Brick Box",1,405,25.99,29.99,39.99,27.99,"https://images.brickset.com/sets/images/6166-1.jpg",2091,114
5765,"6167","1","Make and Create","","2007","LEGO Deluxe Brick Box",2,701,34.25,49.99,,,"https://images.brickset.com/sets/images/6167-1.jpg",212,105
6576,"6944","1","Bionicle","","2007","Good Guy 07",,20,,,,,"https://images.brickset.com/sets/images/6944-1.jpg",61,353
5870,"6945","1","Bionicle","","2007","Bad Guy 07",,25,,,,,"https://images.brickset.com/sets/images/6945-1.jpg",155,437
5871,"6946","1","Bionicle","","2007","Squid Launcher Function",,22,,,,,"https://images.brickset.com/sets/images/6946-1.jpg",88,428
5872,"7009","1","Castle","Fantasy Era","2007","The Final Joust",2,62,5.99,7.99,,,"https://images.brickset.com/sets/images/7009-1.jpg",3750,1193
5936,"7029","1","Castle","Fantasy Era","2007","Skeleton Ship Attack",7,628,49.99,69.99,,,"https://images.brickset.com/sets/images/7029-1.jpg",1217,1786
6086,"7036","1","Castle","Fantasy Era","2007","Dwarves' Mine",7,575,41.09,59.99,,,"https://images.brickset.com/sets/images/7036-1.jpg",3823,1947
5789,"7090","1","Castle","Fantasy Era","2007","Crossbow Attack",3,54,3.99,5.99,,,"https://images.brickset.com/sets/images/7090-1.jpg",4287,976
5790,"7091","1","Castle","Fantasy Era","2007","Knight's Catapult Defense",4,123,6.99,9.99,,,"https://images.brickset.com/sets/images/7091-1.jpg",3293,994
5791,"7092","1","Castle","Fantasy Era","2007","Skeletons' Prison Carriage",5,193,14.99,19.99,,,"https://images.brickset.com/sets/images/7092-1.jpg",3435,1225
5792,"7093","1","Castle","Fantasy Era","2007","Skeleton Tower",5,398,39.99,49.99,,,"https://images.brickset.com/sets/images/7093-1.jpg",2368,1691
5767,"7094","1","Castle","Fantasy Era","2007","King's Castle Siege",10,973,73.39,99.99,,,"https://images.brickset.com/sets/images/7094-1.jpg",3474,2209
6196,"7172","1","Make and Create","","2007","Banana",,8,,,,,"https://images.brickset.com/sets/images/7172-1.jpg",36,117
6197,"7173","1","Make and Create","","2007","Pear",,10,,,,,"https://images.brickset.com/sets/images/7173-1.jpg",34,108
6198,"7174","1","Make and Create","","2007","Apple",,10,,,,,"https://images.brickset.com/sets/images/7174-1.jpg",32,113
6199,"7175","1","Make and Create","","2007","Grapes",,10,,,,,"https://images.brickset.com/sets/images/7175-1.jpg",41,106
6200,"7176","1","Make and Create","","2007","Watermelon",,21,,,,,"https://images.brickset.com/sets/images/7176-1.jpg",40,104
6201,"7177","1","Make and Create","","2007","Orange",,8,,,,,"https://images.brickset.com/sets/images/7177-1.jpg",34,101
6202,"7178","1","Make and Create","","2007","Chef",1,5,,,,,"https://images.brickset.com/sets/images/7178-1.jpg",78,120
6207,"7452","1","Racers","Tiny Turbos","2007","Le Mans",,34,,,,,"https://images.brickset.com/sets/images/7452-1.jpg",864,227
6208,"7453","1","Racers","Tiny Turbos","2007","Off Road",,28,,,,,"https://images.brickset.com/sets/images/7453-1.jpg",277,207
5686,"7580","1","Belville","Fairytales","2007","The Skating Princess",1,26,7.99,9.99,,,"https://images.brickset.com/sets/images/7580-1.jpg",114,57
5701,"7581","1","Belville","Fairytales","2007","Winter Royal Stables",2,86,29.99,49.99,,,"https://images.brickset.com/sets/images/7581-1.jpg",79,63
5685,"7582","1","Belville","Fairytales","2007","Royal Summer Palace",3,167,39.99,59.99,,,"https://images.brickset.com/sets/images/7582-1.jpg",104,76
5841,"7600","1","Belville","Seasonal","2007","Advent Calendar",,215,12.99,19.99,,,"https://images.brickset.com/sets/images/7600-1.jpg",167,105
5584,"7654","1","Star Wars","Episode III","2007","Droids Battle Pack",7,102,8.99,9.99,,,"https://images.brickset.com/sets/images/7654-1.jpg",9358,1899
5585,"7655","1","Star Wars","Episode III","2007","Clone Troopers Battle Pack",4,58,8.99,9.99,,,"https://images.brickset.com/sets/images/7655-1.jpg",9603,2104
5586,"7656","1","Star Wars","Episode III","2007","General Grievous Starfighter",1,232,19.99,19.99,,,"https://images.brickset.com/sets/images/7656-1.jpg",7416,1785
5587,"7657","1","Star Wars","Episode VI","2007","AT-ST",1,244,19.99,19.99,,,"https://images.brickset.com/sets/images/7657-1.jpg",7989,2670
5588,"7658","1","Star Wars","Episode IV","2007","Y-wing Fighter",2,454,39.99,39.99,,,"https://images.brickset.com/sets/images/7658-1.jpg",6086,2392
5589,"7659","1","Star Wars","Episode IV","2007","Imperial Landing Craft",5,471,48.95,49.99,,,"https://images.brickset.com/sets/images/7659-1.jpg",5958,2799
5608,"7660","1","Star Wars","Episode I","2007","Naboo N-1 Starfighter with Vulture Droid",3,280,29.99,29.99,,,"https://images.brickset.com/sets/images/7660-1.jpg",5501,2055
5609,"7661","1","Star Wars","Episode III","2007","Jedi Starfighter with Hyperdrive Booster Ring",2,575,48.95,49.99,,,"https://images.brickset.com/sets/images/7661-1.jpg",5638,3530
5610,"7662","1","Star Wars","Episode I","2007","Trade Federation MTT",21,1330,78.29,99.99,,,"https://images.brickset.com/sets/images/7662-1.jpg",5039,4437
5873,"7663","1","Star Wars","Episode I","2007","Sith Infiltrator",1,310,24.99,29.99,,,"https://images.brickset.com/sets/images/7663-1.jpg",3801,2328
5842,"7664","1","Star Wars","Legends","2007","TIE Crawler",2,548,39.99,49.99,,,"https://images.brickset.com/sets/images/7664-1.jpg",2521,2853
5934,"7665","1","Star Wars","Episode I","2007","Republic Cruiser",5,919,69.99,89.99,,,"https://images.brickset.com/sets/images/7665-1.jpg",3764,3915
5935,"7666","1","Star Wars","Episode V","2007","Hoth Rebel Base",8,548,39.99,49.99,,,"https://images.brickset.com/sets/images/7666-1.jpg",4292,4073
5775,"7690","1","Space","Mars Mission","2007","MB-01 Eagle Command Base",8,760,68.49,89.99,,,"https://images.brickset.com/sets/images/7690-1.jpg",1075,1030
5776,"7691","1","Space","Mars Mission","2007","ETX Alien Mothership Assault ",7,434,39.99,49.99,,,"https://images.brickset.com/sets/images/7691-1.jpg",952,854
5777,"7692","1","Space","Mars Mission","2007","MX-71 Recon Dropship ",6,435,29.35,39.99,,,"https://images.brickset.com/sets/images/7692-1.jpg",1788,946
5778,"7693","1","Space","Mars Mission","2007","ETX Alien Strike",3,246,14.99,19.99,,,"https://images.brickset.com/sets/images/7693-1.jpg",1783,749
5779,"7694","1","Space","Mars Mission","2007","MT-31 Trike ",2,95,7.99,9.99,,,"https://images.brickset.com/sets/images/7694-1.jpg",2194,643
5780,"7695","1","Space","Mars Mission","2007","MX-11 Astro Fighter ",2,57,3.99,4.99,,,"https://images.brickset.com/sets/images/7695-1.jpg",2958,658
5781,"7697","1","Space","Mars Mission","2007","MT-51 Claw-Tank Ambush",3,374,19.99,29.99,,,"https://images.brickset.com/sets/images/7697-1.jpg",1529,764
5782,"7699","1","Space","Mars Mission","2007","MT-101 Armoured Drilling Unit",5,635,39.99,79.99,,,"https://images.brickset.com/sets/images/7699-1.jpg",1089,981
5811,"7714","1","Exo-Force","Golden City","2007","Golden Guardian",1,267,19.99,24.99,,,"https://images.brickset.com/sets/images/7714-1.jpg",1192,715
6087,"7721","1","Exo-Force","Golden City","2007","Combat Crawler X2",3,581,34.99,49.99,,,"https://images.brickset.com/sets/images/7721-1.jpg",494,695
5571,"7770","1","Aqua Raiders","","2007","Deep Sea Treasure Hunter",1,75,3.99,4.99,,,"https://images.brickset.com/sets/images/7770-1.jpg",3171,543
5572,"7771","1","Aqua Raiders","","2007","Angler Ambush",2,130,6.99,9.99,,,"https://images.brickset.com/sets/images/7771-1.jpg",2770,631
5573,"7772","1","Aqua Raiders","","2007","Lobster Strike",2,223,14.99,19.99,,,"https://images.brickset.com/sets/images/7772-1.jpg",1892,660
5574,"7773","1","Aqua Raiders","","2007","Tiger Shark Attack",2,339,19.99,29.99,,,"https://images.brickset.com/sets/images/7773-1.jpg",1944,775
5575,"7774","1","Aqua Raiders","","2007","Crab Crusher",3,590,34.99,49.99,,,"https://images.brickset.com/sets/images/7774-1.jpg",1636,926
5576,"7775","1","Aqua Raiders","","2007","Aquabase Invasion",5,840,49.99,69.99,,,"https://images.brickset.com/sets/images/7775-1.jpg",1422,1010
5577,"7776","1","Aqua Raiders","","2007","The Shipwreck",3,241,19.99,24.99,,,"https://images.brickset.com/sets/images/7776-1.jpg",1226,1041
5783,"7786","1","Batman","","2007","The Batcopter: The Chase for Scarecrow",2,293,29.99,29.99,,,"https://images.brickset.com/sets/images/7786-1.jpg",1096,1679
5784,"7787","1","Batman","","2007","The Bat-Tank: The Riddler and Bane's Hideout",3,645,39.99,49.99,,,"https://images.brickset.com/sets/images/7787-1.jpg",1031,1935
5745,"7871","1","Creator","","2007","Whale",,31,,,,,"https://images.brickset.com/sets/images/7871-1.jpg",704,386
5746,"7872","1","Creator","","2007","Animal Set",,57,,,,,"https://images.brickset.com/sets/images/7872-1.jpg",751,353
5747,"7873","1","Creator","","2007","Aeroplane Set",,38,,,,,"https://images.brickset.com/sets/images/7873-1.jpg",984,289
5748,"7875","1","Creator","","2007","Backhoe",,39,,,,,"https://images.brickset.com/sets/images/7875-1.jpg",564,364
5749,"7876","1","Creator","","2007","Cement Truck",,44,,3.99,,,"https://images.brickset.com/sets/images/7876-1.jpg",385,449
5556,"7906","1","City","Fire","2007","Fireboat",3,187,35.99,34.99,,,"https://images.brickset.com/sets/images/7906-1.jpg",2542,1353
5799,"7907","1","City","Seasonal","2007","City Advent Calendar",8,232,12.99,24.99,,,"https://images.brickset.com/sets/images/7907-1.jpg",1454,702
5557,"7942","1","City","Fire","2007","Off-Road Fire Rescue",1,131,9.99,9.99,12.99,11.99,"https://images.brickset.com/sets/images/7942-1.jpg",11503,901
5558,"7944","1","City","Fire","2007","Fire Hovercraft",3,274,24.99,29.99,,,"https://images.brickset.com/sets/images/7944-1.jpg",2353,1706
5559,"7945","1","City","Fire","2007","Fire Station",4,600,44.05,59.99,,,"https://images.brickset.com/sets/images/7945-1.jpg",4196,1382
5684,"7990","1","City","Traffic","2007","Cement Mixer",1,213,13.69,14.99,,,"https://images.brickset.com/sets/images/7990-1.jpg",6825,2081
5611,"7991","1","City","Traffic","2007","Recycle Truck",1,206,13.69,16.99,,,"https://images.brickset.com/sets/images/7991-1.jpg",7868,2120
5683,"7992","1","City","Harbour","2007","Container Stacker",1,218,14.65,19.99,,,"https://images.brickset.com/sets/images/7992-1.jpg",3510,2271
5612,"7993","1","City","Traffic","2007","Service Station",3,402,29.35,39.99,,,"https://images.brickset.com/sets/images/7993-1.jpg",3826,2773
5613,"7994","1","City","Harbour","2007","LEGO City Harbour",5,659,58.69,89.99,,,"https://images.brickset.com/sets/images/7994-1.jpg",2983,3036
5785,"7996","1","City","Trains","2007","Train Rail Crossing",,4,14.65,24.99,,,"https://images.brickset.com/sets/images/7996-1.jpg",1370,2157
5793,"7997","1","City","Trains","2007","Train Station",5,387,31.29,44.99,,,"https://images.brickset.com/sets/images/7997-1.jpg",2592,2856
5614,"7998","1","City","Traffic","2007","Heavy Hauler",1,332,34.99,34.99,,,"https://images.brickset.com/sets/images/7998-1.jpg",3512,2390
5578,"8100","1","Exo-Force","Golden City","2007","Cyclone Defender",1,92,4.99,7.99,,,"https://images.brickset.com/sets/images/8100-1.jpg",2320,493
5579,"8101","1","Exo-Force","Golden City","2007","Claw Crusher",1,99,4.99,7.99,,,"https://images.brickset.com/sets/images/8101-1.jpg",2292,541
5580,"8102","1","Exo-Force","Golden City","2007","Blade Titan",1,162,9.99,14.99,,,"https://images.brickset.com/sets/images/8102-1.jpg",2110,566
